VALOR;VIGENCIADESDE;VIGENCIAHASTA
805.91;04/01/1994;04/01/1994
810.01;05/01/1994;05/01/1994
814.21;06/01/1994;06/01/1994
818.83;07/01/1994;07/01/1994
818.89;08/01/1994;11/01/1994
818.50;12/01/1994;12/01/1994
819.81;13/01/1994;13/01/1994
820.10;14/01/1994;14/01/1994
815.81;15/01/1994;17/01/1994
816.91;18/01/1994;18/01/1994
693.69;19/08/1992;19/08/1992
692.48;20/08/1992;20/08/1992
692.56;21/08/1992;21/08/1992
693.94;22/08/1992;24/08/1992
689.56;25/08/1992;25/08/1992
689.21;26/08/1992;26/08/1992
689.45;27/08/1992;27/08/1992
690.30;28/08/1992;28/08/1992
691.68;29/08/1992;31/08/1992
691.90;01/09/1992;01/09/1992
692.89;02/09/1992;02/09/1992
693.02;03/09/1992;03/09/1992
695.62;04/09/1992;04/09/1992
696.77;05/09/1992;07/09/1992
697.69;08/09/1992;08/09/1992
693.25;15/08/1992;18/08/1992
698.28;09/09/1992;09/09/1992
695.38;10/09/1992;10/09/1992
695.54;11/09/1992;11/09/1992
696.39;12/09/1992;14/09/1992
696.29;15/09/1992;15/09/1992
696.84;16/09/1992;16/09/1992
695.70;17/09/1992;17/09/1992
696.66;18/09/1992;18/09/1992
696.42;19/09/1992;21/09/1992
1,154.89;27/08/1997;27/08/1997
1,161.15;28/08/1997;28/08/1997
1,167.28;29/08/1997;29/08/1997
1,172.28;30/08/1997;01/09/1997
1,174.01;02/09/1997;02/09/1997
1,169.38;03/09/1997;03/09/1997
1,172.82;04/09/1997;04/09/1997
1,180.94;05/09/1997;05/09/1997
1,186.98;06/09/1997;08/09/1997
1,204.09;09/09/1997;09/09/1997
1,238.21;10/09/1997;10/09/1997
1,250.03;11/09/1997;11/09/1997
1,232.12;12/09/1997;12/09/1997
1,228.01;13/09/1997;15/09/1997
1,245.06;16/09/1997;16/09/1997
1,243.58;17/09/1997;17/09/1997
1,241.83;18/09/1997;18/09/1997
1,236.31;19/09/1997;19/09/1997
1,238.29;20/09/1997;22/09/1997
1,242.45;23/09/1997;23/09/1997
1,248.83;24/09/1997;24/09/1997
1,251.88;25/09/1997;25/09/1997
1,249.73;26/09/1997;26/09/1997
1,241.72;27/09/1997;29/09/1997
1,246.27;30/09/1997;30/09/1997
1,244.63;01/10/1997;01/10/1997
1,243.27;02/10/1997;02/10/1997
1,242.16;03/10/1997;03/10/1997
1,244.84;04/10/1997;06/10/1997
1,250.95;07/10/1997;07/10/1997
1,247.51;08/10/1997;08/10/1997
1,252.74;09/10/1997;09/10/1997
1,258.04;10/10/1997;10/10/1997
1,265.38;11/10/1997;14/10/1997
835.59;11/10/1994;11/10/1994
835.38;12/10/1994;12/10/1994
836.40;13/10/1994;13/10/1994
836.01;14/10/1994;14/10/1994
834.83;15/10/1994;18/10/1994
835.33;19/10/1994;19/10/1994
836.72;20/10/1994;20/10/1994
838.32;21/10/1994;21/10/1994
841.41;22/10/1994;24/10/1994
842.60;25/10/1994;25/10/1994
843.48;26/10/1994;26/10/1994
841.32;27/10/1994;27/10/1994
840.05;28/10/1994;28/10/1994
838.55;29/10/1994;31/10/1994
837.62;01/11/1994;01/11/1994
837.79;02/11/1994;02/11/1994
836.18;03/11/1994;03/11/1994
833.19;04/11/1994;04/11/1994
831.25;05/11/1994;08/11/1994
829.09;09/11/1994;09/11/1994
826.84;10/11/1994;10/11/1994
825.17;11/11/1994;11/11/1994
825.87;12/11/1994;15/11/1994
826.45;16/11/1994;16/11/1994
828.74;17/11/1994;17/11/1994
816.15;19/01/1994;19/01/1994
814.56;20/01/1994;20/01/1994
815.91;21/01/1994;21/01/1994
815.65;22/01/1994;24/01/1994
816.69;25/01/1994;25/01/1994
819.10;26/01/1994;26/01/1994
821.52;27/01/1994;27/01/1994
821.72;28/01/1994;28/01/1994
818.38;29/01/1994;31/01/1994
817.00;01/02/1994;01/02/1994
819.27;02/02/1994;02/02/1994
817.96;03/02/1994;03/02/1994
817.69;04/02/1994;04/02/1994
818.00;05/02/1994;07/02/1994
817.64;08/02/1994;08/02/1994
817.81;09/02/1994;09/02/1994
817.88;10/02/1994;10/02/1994
817.88;11/02/1994;11/02/1994
817.78;12/02/1994;14/02/1994
817.59;15/02/1994;15/02/1994
816.92;16/02/1994;16/02/1994
816.10;17/02/1994;17/02/1994
815.19;18/02/1994;18/02/1994
814.13;19/02/1994;21/02/1994
699.16;22/09/1992;22/09/1992
697.77;23/09/1992;23/09/1992
698.40;24/09/1992;24/09/1992
697.01;25/09/1992;25/09/1992
704.80;26/09/1992;28/09/1992
701.00;29/09/1992;29/09/1992
702.81;30/09/1992;30/09/1992
699.70;01/10/1992;01/10/1992
3,293.62;10/05/2019;10/05/2019
3,361.70;07/09/2019;09/09/2019
3,353.76;24/01/2020;24/01/2020
3,187.15;26/06/2019;26/06/2019
3,449.27;15/08/2019;15/08/2019
3,258.84;03/01/2020;03/01/2020
4,037.95;23/04/2020;23/04/2020
2,855.32;30/07/2015;30/07/2015
2,866.04;31/07/2015;31/07/2015
2,862.51;01/08/2015;03/08/2015
3,085.60;01/12/2016;01/12/2016
3,068.34;02/12/2016;02/12/2016
3,061.04;03/12/2016;05/12/2016
3,049.47;06/12/2016;06/12/2016
3,015.47;07/12/2016;07/12/2016
2,989.71;08/12/2016;09/12/2016
3,002.80;10/12/2016;12/12/2016
2,984.02;13/12/2016;13/12/2016
2,982.29;14/12/2016;14/12/2016
2,964.56;15/12/2016;15/12/2016
3,000.47;16/12/2016;16/12/2016
2,997.20;17/12/2016;19/12/2016
3,019.44;20/12/2016;20/12/2016
2,988.06;21/12/2016;21/12/2016
2,989.14;22/12/2016;22/12/2016
2,996.03;23/12/2016;23/12/2016
2,996.60;24/12/2016;27/12/2016
2,992.81;28/12/2016;28/12/2016
3,019.72;29/12/2016;29/12/2016
3,000.71;30/12/2016;03/01/2017
2,981.06;04/01/2017;04/01/2017
2,965.36;05/01/2017;05/01/2017
3,197.20;14/11/2018;14/11/2018
3,194.70;15/11/2018;15/11/2018
3,198.29;16/11/2018;16/11/2018
3,173.59;17/11/2018;19/11/2018
3,178.81;20/11/2018;20/11/2018
3,189.51;21/11/2018;21/11/2018
3,196.26;22/11/2018;23/11/2018
3,223.95;24/11/2018;26/11/2018
3,240.65;27/11/2018;27/11/2018
3,250.56;28/11/2018;28/11/2018
3,274.47;29/11/2018;29/11/2018
3,240.02;30/11/2018;30/11/2018
3,235.27;01/12/2018;03/12/2018
3,196.15;04/12/2018;04/12/2018
3,174.11;05/12/2018;05/12/2018
3,162.29;06/12/2018;06/12/2018
3,187.86;07/12/2018;07/12/2018
3,153.29;08/12/2018;10/12/2018
3,176.12;11/12/2018;11/12/2018
3,184.70;12/12/2018;12/12/2018
3,169.36;13/12/2018;13/12/2018
3,178.40;14/12/2018;14/12/2018
3,196.30;15/12/2018;17/12/2018
3,188.66;18/12/2018;18/12/2018
3,198.45;19/12/2018;19/12/2018
3,216.55;20/12/2018;20/12/2018
3,246.86;21/12/2018;21/12/2018
3,285.34;22/12/2018;24/12/2018
3,285.51;25/12/2018;26/12/2018
3,289.69;27/12/2018;27/12/2018
3,275.01;28/12/2018;28/12/2018
3,249.75;29/12/2018;02/01/2019
3,250.01;03/01/2019;03/01/2019
3,241.20;04/01/2019;04/01/2019
3,208.56;05/01/2019;08/01/2019
3,164.75;09/01/2019;09/01/2019
3,128.07;10/01/2019;10/01/2019
3,136.49;11/01/2019;11/01/2019
3,151.49;12/01/2019;14/01/2019
3,143.22;15/01/2019;15/01/2019
3,137.66;16/01/2019;16/01/2019
3,124.96;17/01/2019;17/01/2019
3,140.19;18/01/2019;18/01/2019
3,120.56;19/01/2019;22/01/2019
3,136.59;23/01/2019;23/01/2019
3,146.14;24/01/2019;24/01/2019
3,160.52;25/01/2019;25/01/2019
3,150.58;26/01/2019;28/01/2019
3,167.86;29/01/2019;29/01/2019
3,157.52;30/01/2019;30/01/2019
3,163.46;31/01/2019;31/01/2019
3,115.70;01/02/2019;01/02/2019
3,102.61;02/02/2019;04/02/2019
3,089.40;05/02/2019;05/02/2019
3,094.05;06/02/2019;06/02/2019
3,108.54;07/02/2019;07/02/2019
3,110.46;08/02/2019;08/02/2019
3,115.94;09/02/2019;11/02/2019
3,132.61;12/02/2019;12/02/2019
3,131.10;13/02/2019;13/02/2019
3,135.56;14/02/2019;14/02/2019
3,155.27;15/02/2019;15/02/2019
3,141.40;16/02/2019;19/02/2019
3,118.36;20/02/2019;20/02/2019
3,112.18;21/02/2019;21/02/2019
1,378.88;24/07/1998;24/07/1998
1,379.61;25/07/1998;27/07/1998
1,378.33;28/07/1998;28/07/1998
1,376.12;29/07/1998;29/07/1998
1,373.49;30/07/1998;30/07/1998
1,370.65;31/07/1998;31/07/1998
1,372.14;01/08/1998;03/08/1998
1,371.16;04/08/1998;04/08/1998
1,368.24;05/08/1998;05/08/1998
1,366.44;06/08/1998;06/08/1998
1,364.90;07/08/1998;10/08/1998
1,359.22;11/08/1998;11/08/1998
1,365.58;12/08/1998;12/08/1998
1,371.23;13/08/1998;13/08/1998
1,377.08;14/08/1998;14/08/1998
1,386.02;15/08/1998;18/08/1998
1,385.77;19/08/1998;19/08/1998
1,384.24;20/08/1998;20/08/1998
1,391.55;21/08/1998;21/08/1998
1,407.27;22/08/1998;24/08/1998
1,418.22;25/08/1998;25/08/1998
1,420.27;26/08/1998;26/08/1998
1,430.33;27/08/1998;27/08/1998
1,438.16;28/08/1998;28/08/1998
1,440.87;29/08/1998;31/08/1998
1,441.86;01/09/1998;01/09/1998
1,442.95;02/09/1998;02/09/1998
1,518.56;03/09/1998;03/09/1998
1,532.19;04/09/1998;04/09/1998
1,538.84;05/09/1998;07/09/1998
1,511.55;08/09/1998;08/09/1998
1,505.66;09/09/1998;09/09/1998
1,493.40;10/09/1998;10/09/1998
1,506.27;11/09/1998;11/09/1998
1,505.85;12/09/1998;14/09/1998
1,586.53;08/10/1998;08/10/1998
1,587.46;09/10/1998;09/10/1998
1,590.64;10/10/1998;13/10/1998
1,592.11;14/10/1998;14/10/1998
1,591.01;15/10/1998;15/10/1998
1,594.19;16/10/1998;16/10/1998
1,596.21;17/10/1998;19/10/1998
1,598.18;20/10/1998;20/10/1998
1,598.61;21/10/1998;21/10/1998
1,597.79;22/10/1998;22/10/1998
1,599.15;23/10/1998;23/10/1998
1,597.97;24/10/1998;26/10/1998
1,590.64;27/10/1998;27/10/1998
1,576.38;28/10/1998;28/10/1998
1,577.90;29/10/1998;29/10/1998
1,577.19;30/10/1998;30/10/1998
1,575.08;31/10/1998;03/11/1998
1,569.93;04/11/1998;04/11/1998
1,568.54;05/11/1998;05/11/1998
1,563.32;06/11/1998;06/11/1998
1,553.71;07/11/1998;09/11/1998
1,559.35;10/11/1998;10/11/1998
1,571.76;11/11/1998;11/11/1998
1,577.61;12/11/1998;12/11/1998
1,578.79;13/11/1998;13/11/1998
1,580.99;14/11/1998;17/11/1998
1,583.29;18/11/1998;18/11/1998
1,569.60;19/11/1998;19/11/1998
1,558.49;20/11/1998;20/11/1998
1,539.38;21/11/1998;23/11/1998
1,547.92;24/11/1998;24/11/1998
1,557.57;25/11/1998;25/11/1998
1,545.53;26/11/1998;26/11/1998
1,543.45;27/11/1998;27/11/1998
1,547.11;28/11/1998;30/11/1998
1,545.88;01/12/1998;01/12/1998
1,545.82;02/12/1998;02/12/1998
1,539.32;03/12/1998;03/12/1998
1,545.89;04/12/1998;04/12/1998
1,552.48;05/12/1998;07/12/1998
1,548.63;08/12/1998;09/12/1998
1,541.14;10/12/1998;10/12/1998
1,530.63;11/12/1998;11/12/1998
1,531.13;12/12/1998;14/12/1998
1,532.76;15/12/1998;15/12/1998
1,529.07;16/12/1998;16/12/1998
1,523.80;17/12/1998;17/12/1998
1,515.98;18/12/1998;18/12/1998
1,510.41;15/09/1998;15/09/1998
1,516.92;16/09/1998;16/09/1998
1,520.63;17/09/1998;17/09/1998
1,531.49;18/09/1998;18/09/1998
1,533.95;19/09/1998;21/09/1998
1,529.26;22/09/1998;22/09/1998
1,541.16;23/09/1998;23/09/1998
1,561.28;24/09/1998;24/09/1998
1,548.95;25/09/1998;25/09/1998
1,547.81;26/09/1998;28/09/1998
1,556.25;29/09/1998;29/09/1998
1,556.15;30/09/1998;30/09/1998
1,556.52;01/10/1998;01/10/1998
703.08;02/10/1992;02/10/1992
710.22;03/10/1992;05/10/1992
704.52;06/10/1992;06/10/1992
703.66;07/10/1992;07/10/1992
702.71;08/10/1992;08/10/1992
704.06;09/10/1992;09/10/1992
701.88;10/10/1992;13/10/1992
702.48;14/10/1992;14/10/1992
705.52;15/10/1992;15/10/1992
708.21;16/10/1992;16/10/1992
707.13;17/10/1992;19/10/1992
707.35;20/10/1992;20/10/1992
706.06;21/10/1992;21/10/1992
709.22;22/10/1992;22/10/1992
710.19;23/10/1992;23/10/1992
712.04;24/10/1992;26/10/1992
713.55;27/10/1992;27/10/1992
716.39;28/10/1992;28/10/1992
715.31;29/10/1992;29/10/1992
717.37;30/10/1992;30/10/1992
716.88;31/10/1992;03/11/1992
718.98;04/11/1992;04/11/1992
1,263.79;16/10/1997;16/10/1997
1,268.87;17/10/1997;17/10/1997
1,264.70;18/10/1997;20/10/1997
1,264.60;21/10/1997;21/10/1997
1,264.32;22/10/1997;22/10/1997
1,267.87;23/10/1997;23/10/1997
1,267.10;24/10/1997;24/10/1997
1,272.02;25/10/1997;27/10/1997
1,274.05;28/10/1997;28/10/1997
1,289.84;29/10/1997;29/10/1997
1,282.82;30/10/1997;30/10/1997
1,281.20;31/10/1997;31/10/1997
1,284.65;01/11/1997;04/11/1997
1,284.63;05/11/1997;05/11/1997
1,272.77;15/10/1997;15/10/1997
1,281.18;06/11/1997;06/11/1997
1,286.73;07/11/1997;07/11/1997
1,291.35;08/11/1997;10/11/1997
1,295.52;11/11/1997;11/11/1997
1,294.51;12/11/1997;12/11/1997
1,296.66;13/11/1997;13/11/1997
1,297.87;14/11/1997;14/11/1997
1,298.04;15/11/1997;18/11/1997
1,297.94;19/11/1997;19/11/1997
828.46;19/11/1994;21/11/1994
829.08;22/11/1994;22/11/1994
830.74;23/11/1994;23/11/1994
828.67;24/11/1994;24/11/1994
828.76;25/11/1994;25/11/1994
828.42;26/11/1994;28/11/1994
828.66;29/11/1994;29/11/1994
829.03;30/11/1994;30/11/1994
829.29;01/12/1994;01/12/1994
829.56;02/12/1994;02/12/1994
830.00;03/12/1994;05/12/1994
830.37;06/12/1994;06/12/1994
830.85;07/12/1994;07/12/1994
831.10;08/12/1994;09/12/1994
831.49;10/12/1994;12/12/1994
831.91;13/12/1994;13/12/1994
824.68;14/12/1994;14/12/1994
825.00;15/12/1994;15/12/1994
830.49;18/11/1994;18/11/1994
827.60;16/12/1994;16/12/1994
829.72;17/12/1994;19/12/1994
1,072.95;07/06/1996;07/06/1996
1,073.06;08/06/1996;11/06/1996
1,073.65;12/06/1996;12/06/1996
1,070.80;13/06/1996;13/06/1996
1,072.34;14/06/1996;14/06/1996
1,071.35;15/06/1996;18/06/1996
1,072.74;19/06/1996;19/06/1996
1,070.94;20/06/1996;20/06/1996
1,070.86;21/06/1996;21/06/1996
818.33;23/02/1994;23/02/1994
820.76;24/02/1994;24/02/1994
819.68;25/02/1994;25/02/1994
819.70;26/02/1994;28/02/1994
819.83;02/03/1994;02/03/1994
819.61;03/03/1994;03/03/1994
818.70;04/03/1994;04/03/1994
817.86;05/03/1994;07/03/1994
817.76;08/03/1994;08/03/1994
818.02;09/03/1994;09/03/1994
818.37;10/03/1994;10/03/1994
818.46;11/03/1994;11/03/1994
818.62;12/03/1994;14/03/1994
816.04;22/02/1994;22/02/1994
818.69;15/03/1994;15/03/1994
818.49;16/03/1994;16/03/1994
820.44;17/03/1994;17/03/1994
820.91;18/03/1994;18/03/1994
821.34;19/03/1994;22/03/1994
821.73;23/03/1994;23/03/1994
821.82;24/03/1994;24/03/1994
821.70;25/03/1994;25/03/1994
722.57;07/11/1992;09/11/1992
2,311.70;10/12/2008;10/12/2008
2,302.93;11/12/2008;11/12/2008
2,278.29;12/12/2008;12/12/2008
2,273.24;13/12/2008;15/12/2008
2,254.50;16/12/2008;16/12/2008
2,223.30;17/12/2008;17/12/2008
2,173.86;18/12/2008;18/12/2008
2,163.14;19/12/2008;19/12/2008
2,167.35;20/12/2008;22/12/2008
2,169.83;23/12/2008;23/12/2008
2,180.49;24/12/2008;24/12/2008
2,198.09;25/12/2008;26/12/2008
2,204.95;27/12/2008;29/12/2008
2,234.00;30/12/2008;30/12/2008
2,243.59;31/12/2008;02/01/2009
2,216.23;10/01/2009;13/01/2009
2,226.87;14/01/2009;14/01/2009
2,234.40;15/01/2009;15/01/2009
2,249.64;16/01/2009;16/01/2009
2,227.68;17/01/2009;20/01/2009
1,953.12;24/07/2009;24/07/2009
2,245.28;21/01/2009;21/01/2009
2,245.97;22/01/2009;22/01/2009
2,247.87;23/01/2009;23/01/2009
2,280.77;24/01/2009;26/01/2009
2,280.43;27/01/2009;27/01/2009
2,310.83;28/01/2009;28/01/2009
2,341.09;29/01/2009;29/01/2009
2,386.58;30/01/2009;30/01/2009
2,420.26;31/01/2009;02/02/2009
2,450.78;03/02/2009;03/02/2009
2,443.67;04/02/2009;04/02/2009
2,469.02;05/02/2009;05/02/2009
2,472.65;06/02/2009;06/02/2009
2,449.49;07/02/2009;09/02/2009
2,450.60;10/02/2009;10/02/2009
2,494.07;11/02/2009;11/02/2009
2,537.82;12/02/2009;12/02/2009
2,520.06;13/02/2009;13/02/2009
2,509.50;14/02/2009;17/02/2009
2,554.40;18/02/2009;18/02/2009
2,558.14;19/02/2009;19/02/2009
2,547.40;20/02/2009;20/02/2009
2,588.31;21/02/2009;23/02/2009
2,572.30;24/02/2009;24/02/2009
2,596.37;25/02/2009;25/02/2009
2,575.50;26/02/2009;26/02/2009
2,555.05;27/02/2009;27/02/2009
2,555.89;28/02/2009;02/03/2009
2,590.97;03/03/2009;03/03/2009
2,588.96;04/03/2009;04/03/2009
2,589.48;05/03/2009;05/03/2009
2,572.92;06/03/2009;06/03/2009
2,548.57;07/03/2009;09/03/2009
2,559.36;10/03/2009;10/03/2009
2,525.06;11/03/2009;11/03/2009
2,506.73;12/03/2009;12/03/2009
2,481.26;13/03/2009;13/03/2009
2,445.30;14/03/2009;16/03/2009
2,390.96;17/03/2009;17/03/2009
2,390.98;18/03/2009;18/03/2009
2,383.15;19/03/2009;19/03/2009
2,335.29;20/03/2009;20/03/2009
2,340.83;21/03/2009;24/03/2009
2,353.21;25/03/2009;25/03/2009
2,379.94;26/03/2009;26/03/2009
2,435.81;27/03/2009;27/03/2009
2,485.56;28/03/2009;30/03/2009
2,561.21;31/03/2009;31/03/2009
2,544.24;01/04/2009;01/04/2009
2,534.99;02/04/2009;02/04/2009
2,451.72;03/04/2009;03/04/2009
2,422.71;04/04/2009;06/04/2009
2,408.42;07/04/2009;07/04/2009
2,416.63;08/04/2009;08/04/2009
2,388.11;09/04/2009;13/04/2009
2,392.22;14/04/2009;14/04/2009
2,394.27;15/04/2009;15/04/2009
2,380.69;16/04/2009;16/04/2009
2,344.98;17/04/2009;17/04/2009
2,343.34;18/04/2009;20/04/2009
2,376.38;21/04/2009;21/04/2009
2,338.60;22/04/2009;22/04/2009
2,318.83;23/04/2009;23/04/2009
2,300.74;24/04/2009;24/04/2009
2,283.20;25/04/2009;27/04/2009
2,325.02;28/04/2009;28/04/2009
3,213.23;25/04/2019;25/04/2019
3,223.67;10/07/2019;10/07/2019
3,452.57;09/10/2019;09/10/2019
3,380.90;30/10/2019;30/10/2019
3,835.15;12/03/2020;12/03/2020
4,081.06;02/04/2020;02/04/2020
3,465.35;18/10/2019;18/10/2019
3,507.11;28/02/2020;28/02/2020
1,573.22;02/10/1998;02/10/1998
1,578.96;03/10/1998;05/10/1998
1,585.64;06/10/1998;06/10/1998
1,588.64;07/10/1998;07/10/1998
2,187.83;23/08/2000;23/08/2000
2,196.72;24/08/2000;24/08/2000
2,205.60;25/08/2000;25/08/2000
2,208.82;26/08/2000;28/08/2000
2,208.17;29/08/2000;29/08/2000
2,204.22;30/08/2000;30/08/2000
2,208.21;31/08/2000;31/08/2000
2,212.97;01/09/2000;01/09/2000
2,214.00;02/09/2000;04/09/2000
2,210.32;05/09/2000;05/09/2000
2,211.13;06/09/2000;06/09/2000
2,211.11;07/09/2000;07/09/2000
2,209.18;08/09/2000;08/09/2000
2,204.85;09/09/2000;11/09/2000
2,206.39;12/09/2000;12/09/2000
2,206.93;13/09/2000;13/09/2000
2,208.64;14/09/2000;14/09/2000
2,212.73;15/09/2000;15/09/2000
2,210.34;16/09/2000;18/09/2000
2,211.36;19/09/2000;19/09/2000
2,210.81;20/09/2000;20/09/2000
2,212.93;21/09/2000;21/09/2000
2,223.46;22/09/2000;22/09/2000
2,232.24;23/09/2000;25/09/2000
2,228.05;26/09/2000;26/09/2000
2,222.67;27/09/2000;27/09/2000
2,216.93;28/09/2000;28/09/2000
2,211.94;29/09/2000;29/09/2000
2,212.26;30/09/2000;02/10/2000
2,210.40;03/10/2000;03/10/2000
2,201.51;04/10/2000;04/10/2000
3,022.78;28/06/2016;28/06/2016
3,005.18;29/06/2016;29/06/2016
2,916.15;30/06/2016;30/06/2016
2,919.01;01/07/2016;01/07/2016
2,914.38;02/07/2016;05/07/2016
2,966.87;06/07/2016;06/07/2016
3,003.20;07/07/2016;07/07/2016
2,986.49;08/07/2016;08/07/2016
2,952.64;09/07/2016;11/07/2016
2,929.81;12/07/2016;12/07/2016
2,911.91;13/07/2016;13/07/2016
2,936.53;14/07/2016;14/07/2016
2,923.07;15/07/2016;15/07/2016
2,923.46;16/07/2016;18/07/2016
2,928.30;19/07/2016;19/07/2016
2,931.08;20/07/2016;21/07/2016
2,928.67;22/07/2016;22/07/2016
2,942.65;23/07/2016;25/07/2016
2,997.25;26/07/2016;26/07/2016
3,055.15;27/07/2016;27/07/2016
3,073.52;28/07/2016;28/07/2016
3,091.78;29/07/2016;29/07/2016
3,081.75;30/07/2016;01/08/2016
3,090.28;02/08/2016;02/08/2016
3,084.81;03/08/2016;03/08/2016
3,110.43;04/08/2016;04/08/2016
3,079.83;05/08/2016;05/08/2016
3,052.80;06/08/2016;08/08/2016
2,992.50;09/08/2016;09/08/2016
2,974.31;10/08/2016;10/08/2016
2,954.90;11/08/2016;11/08/2016
2,911.26;12/08/2016;12/08/2016
2,908.67;13/08/2016;16/08/2016
2,905.30;17/08/2016;17/08/2016
2,918.07;18/08/2016;18/08/2016
2,884.02;19/08/2016;19/08/2016
2,867.37;20/08/2016;22/08/2016
2,883.89;23/08/2016;23/08/2016
2,909.10;24/08/2016;24/08/2016
2,938.28;25/08/2016;25/08/2016
2,915.67;26/08/2016;26/08/2016
2,882.69;27/08/2016;29/08/2016
2,924.29;30/08/2016;30/08/2016
2,933.82;31/08/2016;31/08/2016
2,956.53;01/09/2016;01/09/2016
2,986.36;02/09/2016;02/09/2016
2,957.56;03/09/2016;06/09/2016
2,887.64;07/09/2016;07/09/2016
2,840.38;08/09/2016;08/09/2016
2,846.13;09/09/2016;09/09/2016
2,899.29;10/09/2016;12/09/2016
2,942.29;13/09/2016;13/09/2016
2,976.19;14/09/2016;14/09/2016
2,972.65;15/09/2016;15/09/2016
2,938.50;16/09/2016;16/09/2016
2,956.58;17/09/2016;19/09/2016
2,928.18;20/09/2016;20/09/2016
2,911.11;21/09/2016;21/09/2016
2,894.15;22/09/2016;22/09/2016
2,862.52;23/09/2016;23/09/2016
2,917.95;24/09/2016;26/09/2016
2,917.58;27/09/2016;27/09/2016
2,921.99;28/09/2016;28/09/2016
2,914.11;29/09/2016;29/09/2016
2,879.95;30/09/2016;30/09/2016
2,880.08;01/10/2016;03/10/2016
2,937.23;04/10/2016;04/10/2016
2,963.06;05/10/2016;05/10/2016
2,964.93;06/10/2016;06/10/2016
2,924.80;07/10/2016;07/10/2016
2,913.96;08/10/2016;11/10/2016
2,919.51;12/10/2016;12/10/2016
2,919.18;13/10/2016;13/10/2016
2,930.78;14/10/2016;14/10/2016
2,915.67;15/10/2016;18/10/2016
2,905.93;19/10/2016;19/10/2016
2,914.15;20/10/2016;20/10/2016
2,934.03;21/10/2016;21/10/2016
2,944.25;22/10/2016;24/10/2016
2,929.83;25/10/2016;25/10/2016
2,941.34;26/10/2016;26/10/2016
2,965.18;27/10/2016;27/10/2016
2,966.61;28/10/2016;28/10/2016
2,967.66;29/10/2016;31/10/2016
2,998.55;01/11/2016;01/11/2016
3,026.68;02/11/2016;02/11/2016
3,070.54;03/11/2016;03/11/2016
3,071.12;04/11/2016;04/11/2016
3,070.40;05/11/2016;08/11/2016
2,984.78;09/11/2016;09/11/2016
3,012.12;10/11/2016;10/11/2016
3,100.12;11/11/2016;15/11/2016
3,124.91;16/11/2016;16/11/2016
3,131.11;17/11/2016;17/11/2016
3,135.65;18/11/2016;18/11/2016
3,163.49;19/11/2016;21/11/2016
3,144.72;22/11/2016;22/11/2016
3,139.76;23/11/2016;23/11/2016
3,187.97;24/11/2016;25/11/2016
3,170.64;26/11/2016;28/11/2016
3,142.20;29/11/2016;29/11/2016
3,165.09;30/11/2016;30/11/2016
1,332.78;24/01/1998;26/01/1998
1,336.38;27/01/1998;27/01/1998
1,337.30;28/01/1998;28/01/1998
1,339.57;29/01/1998;29/01/1998
1,341.85;30/01/1998;30/01/1998
1,342.00;31/01/1998;02/02/1998
1,343.90;03/02/1998;03/02/1998
1,345.01;04/02/1998;04/02/1998
1,345.46;05/02/1998;05/02/1998
1,346.09;06/02/1998;06/02/1998
1,346.42;07/02/1998;09/02/1998
1,347.72;10/02/1998;10/02/1998
1,348.23;11/02/1998;11/02/1998
1,348.86;12/02/1998;12/02/1998
1,349.34;13/02/1998;13/02/1998
1,349.54;14/02/1998;16/02/1998
1,350.97;17/02/1998;17/02/1998
1,350.23;18/02/1998;18/02/1998
1,349.95;19/02/1998;19/02/1998
1,350.10;20/02/1998;20/02/1998
1,347.94;21/02/1998;23/02/1998
1,388.04;13/05/1998;13/05/1998
1,387.15;14/05/1998;14/05/1998
1,384.97;15/05/1998;15/05/1998
1,383.31;16/05/1998;18/05/1998
1,387.26;19/05/1998;19/05/1998
1,390.89;20/05/1998;20/05/1998
1,392.18;21/05/1998;21/05/1998
1,393.62;22/05/1998;22/05/1998
1,394.33;23/05/1998;26/05/1998
1,396.51;27/05/1998;27/05/1998
1,397.12;28/05/1998;28/05/1998
1,396.69;29/05/1998;29/05/1998
1,397.07;30/05/1998;01/06/1998
1,398.53;02/06/1998;02/06/1998
1,399.56;03/06/1998;03/06/1998
1,399.02;04/06/1998;04/06/1998
1,397.63;05/06/1998;05/06/1998
1,387.12;06/06/1998;08/06/1998
1,386.53;09/06/1998;09/06/1998
1,376.25;10/06/1998;10/06/1998
1,383.23;11/06/1998;11/06/1998
2,332.47;29/04/2009;29/04/2009
2,289.73;30/04/2009;30/04/2009
2,288.64;01/05/2009;04/05/2009
2,272.55;05/05/2009;05/05/2009
2,256.99;06/05/2009;06/05/2009
2,233.50;07/05/2009;07/05/2009
2,208.98;08/05/2009;08/05/2009
2,210.35;09/05/2009;11/05/2009
2,220.92;12/05/2009;12/05/2009
2,221.40;13/05/2009;13/05/2009
2,257.36;14/05/2009;14/05/2009
2,251.53;15/05/2009;15/05/2009
2,252.80;16/05/2009;18/05/2009
2,255.22;19/05/2009;19/05/2009
2,221.27;20/05/2009;20/05/2009
2,196.21;21/05/2009;21/05/2009
2,206.60;22/05/2009;22/05/2009
2,201.44;23/05/2009;26/05/2009
2,213.89;27/05/2009;27/05/2009
2,208.89;28/05/2009;28/05/2009
2,190.45;29/05/2009;29/05/2009
2,140.66;30/05/2009;01/06/2009
