Fecha;Empresa;Moneda;Ingreso
13/03/2017;Empesa B;EURO;-0.0336992552082739
13/04/2017;Empesa B;EURO;0.000123290899506828
13/05/2017;Empesa B;EURO;0.000167518391413571
13/06/2017;Empesa B;EURO;-0.00684380545777744
13/07/2017;Empesa B;EURO;0.0710319524199291
13/08/2017;Empesa B;EURO;0.000112214195735017
13/09/2017;Empesa B;EURO;-0.0248376825185195
13/10/2017;Empesa B;EURO;0.0244434819505048
13/11/2017;Empesa B;EURO;0.000189029858443185
13/12/2017;Empesa B;EURO;0.0112955655201149
14/01/2017;Empesa B;EURO;0.000768727125452912
14/02/2017;Empesa B;EURO;0.000713980582750252
14/03/2017;Empesa B;EURO;0.0192859657785206
14/04/2017;Empesa B;EURO;0.000123314473276171
14/05/2017;Empesa B;EURO;0.000167548733429453
14/06/2017;Empesa B;EURO;0.051334882193336
14/07/2017;Empesa B;EURO;-0.000256441267256914
14/08/2017;Empesa B;EURO;0.0549758246677777
14/09/2017;Empesa B;EURO;0.0330350705931399
